,movie_id,genres_id
813,tt0108052,10752
814,tt0268380,16
815,tt0268380,35
816,tt0268380,10751
817,tt0268380,12
818,tt0052357,9648
819,tt0052357,10749
820,tt0052357,53
821,tt0050706,35
822,tt0806679,18
823,tt0806679,10749
824,tt0060196,37
825,tt0055256,35
826,tt0055256,10751
827,tt0123755,53
828,tt0123755,878
829,tt0123755,9648
830,tt0058331,35
831,tt0058331,10751
832,tt0058331,14
833,tt0475317,18
834,tt0475317,53
835,tt0319262,28
836,tt0319262,12
837,tt0319262,878
838,tt0319262,53
839,tt0390221,18
840,tt0390221,53
841,tt0390221,80
842,tt0285492,53
843,tt0285492,878
844,tt0285492,9648
845,tt0377713,9648
846,tt0377713,878
847,tt0377713,53
848,tt0053779,35
849,tt0053779,18
850,tt0758730,14
851,tt0758730,28
852,tt0758730,878
853,tt0758730,53
854,tt0758730,27
855,tt0219822,18
856,tt0219822,35
857,tt0314524,35
858,tt0314524,18
859,tt0387898,9648
860,tt0387898,18
861,tt0387898,53
862,tt0351238,18
863,tt0113627,18
864,tt0113627,10749
865,tt0154421,18
866,tt0154421,35
867,tt0268978,18
868,tt0268978,10749
869,tt0117509,18
870,tt0117509,10749
871,tt0286499,35
872,tt0286499,18
873,tt0286499,10749
874,tt0048624,35
875,tt0048624,18
876,tt0048624,10749
877,tt0049762,18
878,tt0049762,35
879,tt0049762,10749
880,tt0050974,10749
881,tt0050974,18
882,tt0050974,36
883,tt0416331,35
884,tt0195685,18
885,tt0382330,10749
886,tt0382330,18
887,tt0382330,35
888,tt0382330,10402
889,tt0094596,18
890,tt0094596,10749
891,tt0067309,9648
892,tt0067309,53
893,tt0242527,80
894,tt0242527,18
895,tt0242527,27
896,tt0242527,53
897,tt0102494,18
898,tt0102494,12
899,tt0088184,35
900,tt0088184,18
901,tt0315733,18
902,tt0315733,80
903,tt0315733,53
904,tt0129774,18
905,tt0138704,9648
906,tt0138704,18
907,tt0138704,53
908,tt0061418,80
909,tt0061418,18
910,tt0097240,18
911,tt0097240,80
912,tt0162650,28
913,tt0162650,12
914,tt0162650,80
915,tt0162650,53
916,tt0265343,35
917,tt0265343,18
918,tt0265343,10749
919,tt0461894,18
920,tt0067741,28
921,tt0067741,80
922,tt0067741,53
923,tt0100935,35
924,tt0100935,80
925,tt0100935,53
926,tt0043265,12
927,tt0043265,10749
928,tt0119217,18
929,tt0050976,14
930,tt0050976,18
931,tt0120601,35
932,tt0120601,18
933,tt0120601,14
934,tt0069257,28
935,tt0069257,12
936,tt0069257,80
937,tt0069257,9648
938,tt0070679,12
939,tt0070679,28
940,tt0070679,53
941,tt0070679,80
942,tt0070679,9648
943,tt0443453,35
944,tt0120689,14
945,tt0120689,18
946,tt0120689,80
947,tt0055852,35
948,tt0055852,18
949,tt0105236,80
950,tt0105236,53
951,tt0058083,18
952,tt0058083,53
953,tt0058083,10752
954,tt0409182,12
955,tt0409182,28
956,tt0409182,18
957,tt0409182,53
958,tt0340855,80
959,tt0340855,18
960,tt0097626,80
961,tt0097626,18
962,tt0058329,80
963,tt0058329,18
964,tt0058329,9648
965,tt0058329,10749
966,tt0058329,53
967,tt0110265,28
968,tt0110265,80
969,tt0110265,18
970,tt0110265,53
971,tt0314331,35
972,tt0314331,10749
973,tt0314331,18
974,tt0125439,10749
975,tt0125439,35
976,tt0125439,18
977,tt0073486,18
978,tt0072446,18
979,tt0457513,35
980,tt0457513,9648
981,tt0116308,18
982,tt0116308,10749
983,tt0046912,80
984,tt0046912,53
985,tt0109707,35
986,tt0109707,18
987,tt0109707,36
988,tt0454931,18
989,tt0454931,27
990,tt0112641,80
991,tt0080455,10402
992,tt0080455,35
993,tt0080455,28
994,tt0080455,80
995,tt0089457,12
996,tt0089457,14
997,tt0110729,18
998,tt0312004,12
999,tt0312004,16
1000,tt0312004,35
1001,tt0312004,10751
1002,tt0438488,28
1003,tt0438488,878
1004,tt0438488,53
1005,tt0085549,18
1006,tt0085549,10749
1007,tt0436445,10749
1008,tt0436445,18
1009,tt0054215,27
1010,tt0054215,18
1011,tt0054215,53
1012,tt0367631,28
1013,tt0048347,80
1014,tt0048347,18
1015,tt0048347,10749
1016,tt0313196,18
1017,tt0313196,10749
1018,tt0019702,18
1019,tt0019702,53
1020,tt0129387,10749
1021,tt0129387,35
1022,tt0407265,18
1023,tt0119314,18
1024,tt0119314,10749
1025,tt0042876,80
1026,tt0042876,18
1027,tt0042876,9648
1028,tt0115632,18
1029,tt0115632,36
1030,tt0137523,18
1031,tt0069113,28
1032,tt0069113,12
1033,tt0069113,18
1034,tt0069113,53
1035,tt0237539,18
1036,tt0237539,35
1037,tt0237539,10749
1038,tt0276919,80
1039,tt0276919,18
1040,tt0276919,53
1041,tt0308476,18
1042,tt0308476,36
1043,tt0308476,10749
1044,tt0308476,35
1045,tt0442896,53
1046,tt0145487,14
1047,tt0145487,28
1048,tt0316654,28
1049,tt0316654,12
1050,tt0316654,14
1051,tt0413300,14
1052,tt0413300,28
1053,tt0413300,12
1054,tt0040766,80
1055,tt0360486,18
1056,tt0360486,14
1057,tt0360486,27
1058,tt0095016,28
1059,tt0095016,53
1060,tt0120201,12
1061,tt0120201,28
1062,tt0120201,53
1063,tt0120201,878
1064,tt0120616,12
1065,tt0120616,28
1066,tt0120616,14
1067,tt0298130,27
1068,tt0298130,9648
1069,tt0047396,53
1070,tt0047396,9648
1071,tt0047396,18
1072,tt0112384,18
1073,tt0112384,36
1074,tt0243255,18
1075,tt0056869,27
1076,tt0453383,27
1077,tt0453383,9648
1078,tt0453383,53
1079,tt0068611,80
1080,tt0068611,53
1081,tt0049470,80
1082,tt0049470,18
1083,tt0049470,9648
1084,tt0049470,53
1085,tt0250258,18
1086,tt0250258,53
1087,tt0065214,12
1088,tt0065214,37
1089,tt0114681,18
1090,tt0114681,35
1091,tt0114681,80
1092,tt0073195,27
1093,tt0073195,53
1094,tt0073195,12
1095,tt0077766,27
1096,tt0077766,53
1097,tt0093300,12
1098,tt0093300,53
1099,tt0093300,27
1100,tt0099348,12
1101,tt0099348,18
1102,tt0099348,37
1103,tt0405094,18
1104,tt0405094,53
1105,tt0079470,35
1106,tt0322259,28
1107,tt0322259,80
1108,tt0322259,53
1109,tt0198781,16
1110,tt0198781,35
1111,tt0198781,10751
1112,tt0120885,35
1113,tt0120885,18
1114,tt0319061,12
1115,tt0319061,14
1116,tt0319061,18
1117,tt0384537,27
1118,tt0384537,9648
1119,tt0274558,18
1120,tt0382625,53
1121,tt0382625,9648
1122,tt0071360,80
1123,tt0071360,18
1124,tt0071360,9648
1125,tt0069293,18
1126,tt0069293,878
1127,tt0069293,9648
1128,tt0362227,35
1129,tt0362227,18
1130,tt0056592,18
1131,tt0056592,80
1132,tt0032551,18
1133,tt0120338,18
1134,tt0120338,10749
1135,tt0317248,18
1136,tt0317248,80
1137,tt0043014,18
1138,tt0093058,18
1139,tt0093058,10752
1140,tt0083866,878
1141,tt0083866,12
1142,tt0083866,10751
1143,tt0083866,14
1144,tt0116629,28
1145,tt0116629,12
1146,tt0116629,878
1147,tt0133093,28
1148,tt0133093,878
1149,tt0234215,12
1150,tt0234215,28
1151,tt0234215,53
1152,tt0234215,878
1153,tt0242653,12
1154,tt0242653,28
1155,tt0242653,53
1156,tt0242653,878
1157,tt0089755,36
1158,tt0089755,10749
1159,tt0089755,18
1160,tt0119654,28
1161,tt0119654,12
1162,tt0119654,35
1163,tt0119654,878
1164,tt0120912,28
1165,tt0120912,12
1166,tt0120912,35
1167,tt0120912,878
1168,tt0084516,27
1169,tt0408306,18
1170,tt0408306,28
1171,tt0408306,36
1172,tt0408306,53
1173,tt0363163,18
1174,tt0363163,36
1175,tt0363163,10752
1176,tt0050986,18
1177,tt0335345,18
1178,tt0325710,18
1179,tt0325710,28
1180,tt0325710,10752
1181,tt0325710,36
1182,tt0120890,9648
1183,tt0120890,53
1184,tt0120890,18
1185,tt0004972,18
1186,tt0004972,36
1187,tt0004972,10752
1188,tt0103855,53
1189,tt0103855,28
1190,tt0103855,18
1191,tt0103855,10402
1192,tt0103855,10749
1193,tt0087332,35
1194,tt0087332,14
1195,tt0077631,10749
1196,tt0077631,35
1197,tt0142688,9648
1198,tt0142688,53
1199,tt0095159,35
1200,tt0095159,80
1201,tt0064276,12
1202,tt0064276,18
1203,tt0087553,18
1204,tt0087553,36
1205,tt0087553,10752
1206,tt0117951,18
1207,tt0117951,80
1208,tt0110148,27
1209,tt0110148,18
1210,tt0110148,14
1211,tt0114814,18
1212,tt0114814,80
1213,tt0114814,53
1214,tt0032138,12
1215,tt0032138,14
1216,tt0032138,10751
1217,tt0018455,18
1218,tt0018455,10749
1219,tt0046359,10752
1220,tt0076734,18
1221,tt0076734,53
1222,tt0076734,10752
1223,tt0243155,35
1224,tt0243155,10749
1225,tt0243155,18
1226,tt0092563,27
1227,tt0092563,9648
1228,tt0066434,18
1229,tt0066434,9648
1230,tt0066434,878
1231,tt0118799,35
1232,tt0118799,18
1233,tt0116922,18
1234,tt0116922,53
1235,tt0116922,9648
1236,tt0098635,35
1237,tt0098635,10749
1238,tt0098635,18
1239,tt0264464,18
1240,tt0264464,80
1241,tt0180093,80
1242,tt0180093,18
1243,tt0180093,53
1244,tt0064115,37
1245,tt0064115,18
1246,tt0064115,80
1247,tt0015648,18
1248,tt0015648,36
1249,tt0212720,18
1250,tt0212720,878
1251,tt0212720,12
1252,tt0055928,12
1253,tt0055928,28
1254,tt0055928,53
1255,tt0385700,16
1256,tt0385700,28
1257,tt0385700,12
1258,tt0385700,14
1259,tt0385700,878
1260,tt0038348,18
1261,tt0038348,14
1262,tt0038348,10749
1263,tt0061395,18
1264,tt0061395,10749
1265,tt0101507,18
1266,tt0066026,35
1267,tt0066026,18
1268,tt0066026,10752
1269,tt0332452,12
1270,tt0332452,36
1271,tt0332452,10752
1272,tt0013442,18
1273,tt0013442,14
1274,tt0013442,27
1275,tt0047296,80
1276,tt0047296,18
1277,tt0087884,18
1278,tt0057076,28
1279,tt0057076,53
1280,tt0057076,12
1281,tt0058150,12
1282,tt0058150,28
1283,tt0058150,53
1284,tt0078875,18
1285,tt0078875,36
1286,tt0078875,10752
1287,tt0059800,12
1288,tt0059800,28
1289,tt0059800,53
1290,tt0079095,18
1291,tt0890870,27
1292,tt0890870,53
1293,tt0890870,80
1294,tt0117998,28
1295,tt0117998,12
1296,tt0117998,18
1297,tt0052618,36
1298,tt0052618,12
1299,tt0052618,18
1300,tt0140888,18
1301,tt0062512,28
1302,tt0062512,53
1303,tt0062512,12
1304,tt0064757,12
1305,tt0064757,28
1306,tt0064757,53
1307,tt0364569,18
1308,tt0364569,53
1309,tt0364569,9648
1310,tt0364569,28
1311,tt0241527,12
1312,tt0241527,14
1313,tt0295297,12
1314,tt0295297,14
1315,tt0304141,12
1316,tt0304141,14
1317,tt0330373,12
1318,tt0330373,14
1319,tt0330373,10751
1320,tt0373889,12
1321,tt0373889,14
1322,tt0373889,9648
1323,tt0213149,36
1324,tt0213149,10749
1325,tt0213149,10752
1326,tt0213149,18
1327,tt0039689,80
1328,tt0039689,18
1329,tt0039689,10749
1330,tt0039689,53
1331,tt0090605,28
1332,tt0090605,53
1333,tt0090605,878
1334,tt0110912,53
1335,tt0110912,80
1336,tt0066995,12
1337,tt0066995,28
1338,tt0066995,53
1339,tt0071807,12
