,imdb_id,director_id
733,tt0036989,262
734,tt0036989,351
735,tt0037008,352
736,tt0037017,54
737,tt0037024,317
738,tt0037049,353
739,tt0037059,354
740,tt0037074,301
741,tt0037075,24
742,tt0037078,355
743,tt0037098,356
744,tt0037099,357
745,tt0037101,277
746,tt0037115,228
747,tt0037120,101
748,tt0037138,358
749,tt0037151,359
750,tt0037166,116
751,tt0037168,153
752,tt0037179,360
753,tt0037193,46
754,tt0037193,361
755,tt0037217,266
756,tt0037219,183
757,tt0037248,153
758,tt0037303,153
759,tt0037330,79
760,tt0037343,224
761,tt0037365,209
762,tt0037366,91
763,tt0037382,126
764,tt0037384,163
765,tt0037415,362
766,tt0037441,363
767,tt0037449,364
768,tt0037458,353
769,tt0037461,353
770,tt0037469,24
771,tt0037514,365
772,tt0037515,104
773,tt0037518,228
774,tt0037522,277
775,tt0037536,135
776,tt0037549,366
777,tt0037558,367
778,tt0037576,212
779,tt0037595,368
780,tt0037611,369
781,tt0037635,316
782,tt0037635,370
783,tt0037638,152
784,tt0037644,371
785,tt0037674,239
786,tt0037678,355
787,tt0037691,352
788,tt0037771,287
789,tt0037793,141
790,tt0037794,153
791,tt0037798,228
792,tt0037820,334
793,tt0037824,43
794,tt0037859,372
795,tt0037865,350
796,tt0037866,373
797,tt0037884,343
798,tt0037913,116
799,tt0037939,287
800,tt0037943,374
801,tt0037960,375
802,tt0037988,376
803,tt0037997,183
804,tt0038032,377
805,tt0038034,378
806,tt0038048,46
807,tt0038048,379
808,tt0038055,359
809,tt0038057,24
810,tt0038109,54
811,tt0038116,240
812,tt0038124,380
813,tt0038129,381
814,tt0038160,55
815,tt0038160,382
816,tt0038166,267
817,tt0038166,383
818,tt0038190,384
819,tt0038230,353
820,tt0038256,299
821,tt0038259,153
822,tt0038260,189
823,tt0038270,385
824,tt0038279,386
825,tt0038284,224
826,tt0038289,337
827,tt0038300,86
828,tt0038343,334
829,tt0038348,387
830,tt0038348,388
831,tt0038355,126
832,tt0038360,153
833,tt0038363,367
834,tt0038367,373
835,tt0038368,373
836,tt0038369,247
837,tt0038390,389
838,tt0038409,390
839,tt0038429,391
840,tt0038453,386
841,tt0038458,392
842,tt0038458,393
843,tt0038461,311
844,tt0038462,394
845,tt0038470,381
846,tt0038492,395
847,tt0038494,153
848,tt0038499,41
849,tt0038499,396
850,tt0038524,397
851,tt0038531,228
852,tt0038559,163
853,tt0038574,367
854,tt0038577,398
855,tt0038589,365
856,tt0038592,208
857,tt0038622,340
858,tt0038631,399
859,tt0038643,287
860,tt0038650,109
861,tt0038661,111
862,tt0038666,400
863,tt0038669,79
864,tt0038675,401
865,tt0038691,373
866,tt0038714,87
867,tt0038718,402
868,tt0038718,383
869,tt0038721,38
870,tt0038733,280
871,tt0038733,328
872,tt0038762,55
873,tt0038764,359
874,tt0038764,403
875,tt0038766,353
876,tt0038769,404
877,tt0038774,405
878,tt0038777,86
879,tt0038780,340
880,tt0038787,54
881,tt0038823,406
882,tt0038831,407
883,tt0038854,124
884,tt0038890,406
885,tt0038917,408
886,tt0038937,230
887,tt0038965,395
888,tt0038969,409
889,tt0038969,410
890,tt0038975,79
891,tt0038986,411
892,tt0038988,70
893,tt0038990,152
894,tt0038990,412
895,tt0038991,276
896,tt0039000,173
897,tt0039017,153
898,tt0039035,413
899,tt0039035,323
900,tt0039037,414
901,tt0039110,91
902,tt0039111,101
903,tt0039127,243
904,tt0039152,415
905,tt0039160,416
906,tt0039169,391
907,tt0039180,417
908,tt0039190,285
909,tt0039192,280
910,tt0039192,328
911,tt0039200,373
912,tt0039201,373
913,tt0039202,373
914,tt0039203,373
915,tt0039204,418
916,tt0039208,384
917,tt0039211,366
918,tt0039217,317
919,tt0039220,419
920,tt0039224,313
921,tt0039226,414
922,tt0039235,420
923,tt0039286,277
924,tt0039294,352
925,tt0039302,321
926,tt0039305,197
927,tt0039311,362
928,tt0039317,421
929,tt0039324,198
930,tt0039340,422
931,tt0039396,322
932,tt0039410,190
933,tt0039416,384
934,tt0039417,406
935,tt0039420,395
936,tt0039431,423
937,tt0039464,369
938,tt0039482,424
939,tt0039485,425
940,tt0039501,413
941,tt0039515,418
942,tt0039536,386
943,tt0039545,426
944,tt0039550,408
945,tt0039589,427
946,tt0039591,236
947,tt0039628,428
948,tt0039631,23
949,tt0039645,233
950,tt0039661,92
951,tt0039666,244
952,tt0039689,300
953,tt0039694,54
954,tt0039725,369
955,tt0039730,429
956,tt0039737,38
957,tt0039743,430
958,tt0039757,321
959,tt0039761,230
960,tt0039768,426
961,tt0039772,431
962,tt0039776,105
963,tt0039800,181
964,tt0039825,252
965,tt0039853,231
966,tt0039881,411
967,tt0039896,120
968,tt0039926,368
969,tt0039941,116
970,tt0039973,432
971,tt0039998,414
972,tt0040003,433
973,tt0040064,55
974,tt0040067,434
975,tt0040068,414
976,tt0040071,175
977,tt0040076,244
978,tt0040080,435
979,tt0040098,215
980,tt0040153,355
981,tt0040160,420
982,tt0040173,373
983,tt0040174,436
984,tt0040175,366
985,tt0040202,386
986,tt0040242,208
987,tt0040246,437
988,tt0040257,79
989,tt0040308,423
990,tt0040321,391
991,tt0040338,364
992,tt0040366,438
993,tt0040402,167
994,tt0040416,347
995,tt0040427,230
996,tt0040427,439
997,tt0040444,333
998,tt0040444,440
999,tt0040478,62
1000,tt0040497,441
1001,tt0040506,288
1002,tt0040508,442
1003,tt0040512,226
1004,tt0040522,443
1005,tt0040525,276
1006,tt0040536,444
1007,tt0040558,276
1008,tt0040580,445
1009,tt0040580,410
1010,tt0040582,414
1011,tt0040604,228
1012,tt0040607,72
1013,tt0040613,245
1014,tt0040626,446
1015,tt0040636,313
1016,tt0040643,420
1017,tt0040652,414
1018,tt0040662,367
1019,tt0040679,105
1020,tt0040695,447
1021,tt0040705,175
1022,tt0040723,411
1023,tt0040724,126
1024,tt0040724,448
1025,tt0040725,280
1026,tt0040725,328
1027,tt0040733,449
1028,tt0040737,450
1029,tt0040740,340
1030,tt0040746,54
1031,tt0040753,451
1032,tt0040766,24
1033,tt0040794,452
1034,tt0040794,453
1035,tt0040820,126
1036,tt0040823,222
1037,tt0040829,454
1038,tt0040834,109
1039,tt0040861,247
1040,tt0040897,288
1041,tt0040898,455
1042,tt0040915,417
1043,tt0040919,252
1044,tt0040928,455
1045,tt0040934,456
1046,tt0040947,385
1047,tt0040966,457
1048,tt0040978,62
1049,tt0040979,348
1050,tt0040982,245
1051,tt0041084,458
1052,tt0041085,414
1053,tt0041088,459
1054,tt0041090,185
1055,tt0041094,259
1056,tt0041094,383
1057,tt0041098,414
1058,tt0041107,420
1059,tt0041113,418
1060,tt0041154,130
1061,tt0041158,423
1062,tt0041163,62
1063,tt0041178,460
1064,tt0041188,436
1065,tt0041189,436
1066,tt0041198,411
1067,tt0041207,294
1068,tt0041207,323
1069,tt0041239,334
1070,tt0041243,362
1071,tt0041253,38
1072,tt0041268,79
1073,tt0041361,293
1074,tt0041373,116
1075,tt0041378,461
1076,tt0041386,41
1077,tt0041452,191
1078,tt0041473,462
1079,tt0041486,463
1080,tt0041487,395
1081,tt0041495,198
1082,tt0041498,126
1083,tt0041503,250
1084,tt0041507,294
1085,tt0041515,46
1086,tt0041523,464
1087,tt0041546,465
1088,tt0041547,466
1089,tt0041604,303
1090,tt0041624,467
1091,tt0041671,116
1092,tt0041696,455
1093,tt0041699,348
1094,tt0041716,468
1095,tt0041716,469
1096,tt0041719,387
1097,tt0041725,455
1098,tt0041737,470
1099,tt0041761,471
1100,tt0041786,444
1101,tt0041790,103
1102,tt0041792,70
1103,tt0041796,411
1104,tt0041822,175
1105,tt0041838,12
1106,tt0041841,210
1107,tt0041859,366
1108,tt0041866,55
1109,tt0041871,427
1110,tt0041883,447
1111,tt0041890,329
1112,tt0041890,292
1113,tt0041931,406
1114,tt0041944,232
1115,tt0041945,472
1116,tt0041954,473
1117,tt0041958,313
1118,tt0041959,364
1119,tt0041968,424
1120,tt0041983,461
1121,tt0041996,298
1122,tt0042004,54
1123,tt0042005,340
1124,tt0042006,284
1125,tt0042039,352
1126,tt0042040,474
1127,tt0042041,38
1128,tt0042046,431
1129,tt0042179,324
1130,tt0042192,395
1131,tt0042194,475
1132,tt0042200,365
1133,tt0042200,295
1134,tt0042206,461
1135,tt0042208,288
1136,tt0042209,377
1137,tt0042219,244
1138,tt0042243,436
1139,tt0042250,476
1140,tt0042263,436
1141,tt0042276,185
1142,tt0042296,197
1143,tt0042327,240
1144,tt0042332,445
1145,tt0042332,410
1146,tt0042340,197
1147,tt0042369,477
1148,tt0042393,120
1149,tt0042395,411
1150,tt0042436,478
1151,tt0042442,479
1152,tt0042451,354
1153,tt0042464,300
1154,tt0042490,411
1155,tt0042530,284
1156,tt0042531,298
1157,tt0042546,285
1158,tt0042579,24
1159,tt0042593,480
1160,tt0042627,481
1161,tt0042643,482
1162,tt0042648,385
1163,tt0042664,284
1164,tt0042665,483
1165,tt0042727,459
1166,tt0042771,484
1167,tt0042788,313
1168,tt0042792,395
1169,tt0042804,94
1170,tt0042832,384
1171,tt0042851,485
1172,tt0042855,452
1173,tt0042869,120
1174,tt0042874,228
1175,tt0042876,348
1176,tt0042895,55
1177,tt0042952,486
1178,tt0042958,348
1179,tt0042960,411
1180,tt0042965,487
1181,tt0042983,455
1182,tt0042994,54
1183,tt0043014,343
1184,tt0043030,46
1185,tt0043067,424
1186,tt0043075,488
1187,tt0043086,431
1188,tt0043131,420
1189,tt0043132,352
1190,tt0043137,411
1191,tt0043140,73
1192,tt0043142,226
1193,tt0043153,116
1194,tt0043255,324
1195,tt0043262,62
1196,tt0043265,288
1197,tt0043274,445
1198,tt0043274,410
1199,tt0043278,354
1200,tt0043292,362
1201,tt0043303,489
1202,tt0043338,343
1203,tt0043360,490
1204,tt0043379,38
1205,tt0043390,124
1206,tt0043425,324
1207,tt0043435,491
1208,tt0043456,366
1209,tt0043459,222
1210,tt0043461,386
1211,tt0043465,191
1212,tt0043503,492
1213,tt0043503,493
1214,tt0043520,494
1215,tt0043526,354
1216,tt0043567,495
1217,tt0043614,348
1218,tt0043625,473
1219,tt0043633,109
1220,tt0043643,420
1221,tt0043643,496
1222,tt0043660,366
1223,tt0043686,475
1224,tt0043733,237
1225,tt0043733,497
1226,tt0043736,498
1227,tt0043759,458
1228,tt0043812,491
1229,tt0043822,462
1230,tt0043829,233
1231,tt0043835,499
1232,tt0043879,480
1233,tt0043879,500
1234,tt0043882,240
1235,tt0043915,395
1236,tt0043918,215
1237,tt0043919,501
1238,tt0043924,203
1239,tt0043938,502
1240,tt0043949,91
1241,tt0043949,439
1242,tt0043955,197
1243,tt0043955,503
1244,tt0043967,250
1245,tt0043973,504
1246,tt0043983,468
1247,tt0044008,505
1248,tt0044030,365
1249,tt0044040,369
1250,tt0044079,54
1251,tt0044081,384
1252,tt0044098,506
1253,tt0044105,411
1254,tt0044121,507
1255,tt0044121,331
1256,tt0044136,421
1257,tt0044167,508
1258,tt0044202,509
1259,tt0044202,510
1260,tt0044207,477
1261,tt0044312,511
1262,tt0044344,512
1263,tt0044357,352
1264,tt0044391,354
1265,tt0044423,513
1266,tt0044502,24
1267,tt0044517,79
1268,tt0044518,514
1269,tt0044552,386
1270,tt0044557,515
1271,tt0044672,12
1272,tt0044685,163
1273,tt0044706,459
1274,tt0044720,202
1275,tt0044741,348
1276,tt0044744,73
1277,tt0044760,209
1278,tt0044762,287
1279,tt0044789,516
1280,tt0044825,198
1281,tt0044829,435
1282,tt0044837,23
1283,tt0044851,287
1284,tt0044862,414
1285,tt0044863,66
1286,tt0044863,517
1287,tt0044876,474
1288,tt0044916,126
1289,tt0044926,288
1290,tt0044953,411
1291,tt0044954,461
1292,tt0044967,515
1293,tt0044981,386
1294,tt0044981,331
1295,tt0045003,458
1296,tt0045009,518
1297,tt0045012,185
1298,tt0045023,455
1299,tt0045053,209
1300,tt0045061,55
1301,tt0045070,24
1302,tt0045073,519
1303,tt0045081,215
1304,tt0045092,520
1305,tt0045094,377
1306,tt0045124,516
1307,tt0045125,365
1308,tt0045135,521
1309,tt0045152,468
1310,tt0045152,469
1311,tt0045161,277
1312,tt0045162,298
1313,tt0045162,522
1314,tt0045177,523
1315,tt0045190,476
1316,tt0045197,524
1317,tt0045205,303
1318,tt0045274,443
1319,tt0045296,384
1320,tt0045317,92
1321,tt0045334,525
1322,tt0045464,526
1323,tt0045468,324
1324,tt0045469,324
1325,tt0045470,404
1326,tt0045504,527
1327,tt0045504,528
1328,tt0045533,357
1329,tt0045537,354
1330,tt0045551,529
1331,tt0045554,530
1332,tt0045555,24
1333,tt0045564,24
1334,tt0045566,476
1335,tt0045586,46
1336,tt0045591,46
1337,tt0045631,289
1338,tt0045652,460
1339,tt0045659,531
1340,tt0045661,284
1341,tt0045750,532
1342,tt0045758,533
1343,tt0045763,290
1344,tt0045780,477
1345,tt0045793,459
1346,tt0045810,126
1347,tt0045824,534
1348,tt0045826,535
1349,tt0045883,420
1350,tt0045888,447
1351,tt0045891,340
1352,tt0045897,54
1353,tt0045917,204
1354,tt0045920,536
1355,tt0045943,395
1356,tt0045954,537
1357,tt0045963,365
