,imdb_id,director_id
4632,tt0083722,1519
4633,tt0083728,1766
4634,tt0083739,1767
4635,tt0083767,1032
4636,tt0083789,637
4637,tt0083791,1721
4638,tt0083791,1768
4639,tt0083798,1501
4640,tt0083806,625
4641,tt0083833,1769
4642,tt0083851,1642
4643,tt0083863,1770
4644,tt0083866,1368
4645,tt0083869,1261
4646,tt0083888,1771
4647,tt0083891,1543
4648,tt0083907,1772
4649,tt0083908,520
4650,tt0083922,401
4651,tt0083929,1773
4652,tt0083941,1774
4653,tt0083943,1189
4654,tt0083944,1187
4655,tt0083946,1110
4656,tt0083949,1775
4657,tt0083960,1435
4658,tt0083967,1776
4659,tt0083972,1718
4660,tt0083987,1091
4661,tt0083996,859
4662,tt0083999,1777
4663,tt0084021,1778
4664,tt0084028,1254
4665,tt0084036,827
4666,tt0084049,1229
4667,tt0084070,1243
4668,tt0084084,1779
4669,tt0084085,1780
4670,tt0084089,879
4671,tt0084105,1556
4672,tt0084158,1781
4673,tt0084171,1782
4674,tt0084189,1783
4675,tt0084191,1784
4676,tt0084228,1672
4677,tt0084234,1585
4678,tt0084237,983
4679,tt0084237,1785
4680,tt0084266,1590
4681,tt0084267,1786
4682,tt0084296,1596
4683,tt0084298,1104
4684,tt0084302,1497
4685,tt0084315,1320
4686,tt0084316,1511
4687,tt0084329,952
4688,tt0084335,887
4689,tt0084340,1049
4690,tt0084370,1787
4691,tt0084395,1446
4692,tt0084412,1490
4693,tt0084434,1788
4694,tt0084449,779
4695,tt0084469,1789
4696,tt0084479,1790
4697,tt0084481,702
4698,tt0084489,1791
4699,tt0084503,1428
4700,tt0084504,524
4701,tt0084509,1566
4702,tt0084516,1371
4703,tt0084522,1232
4704,tt0084548,1792
4705,tt0084549,1793
4706,tt0084555,1794
4707,tt0084556,1227
4708,tt0084573,1795
4709,tt0084589,1796
4710,tt0084591,1016
4711,tt0084592,779
4712,tt0084592,1797
4713,tt0084602,1549
4714,tt0084629,1585
4715,tt0084630,1798
4716,tt0084633,1799
4717,tt0084649,1800
4718,tt0084652,1627
4719,tt0084654,1078
4720,tt0084671,1432
4721,tt0084684,1446
4722,tt0084695,1801
4723,tt0084696,723
4724,tt0084707,1180
4725,tt0084719,1104
4726,tt0084725,1276
4727,tt0084726,1625
4728,tt0084732,1220
4729,tt0084735,1646
4730,tt0084737,1537
4731,tt0084745,1252
4732,tt0084749,1802
4733,tt0084750,1803
4734,tt0084777,1103
4735,tt0084783,1804
4736,tt0084786,1805
4737,tt0084787,1287
4738,tt0084788,1806
4739,tt0084796,1807
4740,tt0084797,1808
4741,tt0084805,1040
4742,tt0084809,1037
4743,tt0084814,694
4744,tt0084827,1571
4745,tt0084843,865
4746,tt0084854,1161
4747,tt0084855,625
4748,tt0084865,694
4749,tt0084867,1663
4750,tt0084869,1730
4751,tt0084873,1510
4752,tt0084887,1809
4753,tt0084897,1810
4754,tt0084904,1811
4755,tt0084917,878
4756,tt0084920,575
4757,tt0084945,1812
4758,tt0084946,1535
4759,tt0084955,1813
4760,tt0085121,603
4761,tt0085125,1140
4762,tt0085127,1590
4763,tt0085127,1814
4764,tt0085143,1815
4765,tt0085154,1816
4766,tt0085159,461
4767,tt0085167,1817
4768,tt0085204,1404
4769,tt0085210,1724
4770,tt0085218,1818
4771,tt0085233,1637
4772,tt0085240,1819
4773,tt0085244,1697
4774,tt0085248,1820
4775,tt0085253,1821
4776,tt0085255,1506
4777,tt0085271,1198
4778,tt0085276,1822
4779,tt0085318,1823
4780,tt0085327,848
4781,tt0085328,1050
4782,tt0085333,1287
4783,tt0085334,1232
4784,tt0085346,1587
4785,tt0085354,1707
4786,tt0085356,1104
4787,tt0085361,1824
4788,tt0085361,1825
4789,tt0085382,1631
4790,tt0085387,1729
4791,tt0085400,1826
4792,tt0085407,1101
4793,tt0085412,1113
4794,tt0085426,1827
4795,tt0085450,1476
4796,tt0085454,1828
4797,tt0085470,1829
4798,tt0085475,1830
4799,tt0085482,1831
4800,tt0085496,1672
4801,tt0085524,1832
4802,tt0085542,1243
4803,tt0085542,1833
4804,tt0085549,1645
4805,tt0085551,1440
4806,tt0085582,779
4807,tt0085601,1185
4808,tt0085603,1834
4809,tt0085615,1366
4810,tt0085628,1835
4811,tt0085636,1836
4812,tt0085640,1276
4813,tt0085656,1375
4814,tt0085672,1622
4815,tt0085678,1106
4816,tt0085701,1837
4817,tt0085743,1838
4818,tt0085750,1839
4819,tt0085755,437
4820,tt0085764,1426
4821,tt0085780,1753
4822,tt0085781,1840
4823,tt0085794,1228
4824,tt0085811,1006
4825,tt0085824,1637
4826,tt0085843,637
4827,tt0085852,1841
4828,tt0085859,1623
4829,tt0085862,1279
4830,tt0085864,1842
4831,tt0085868,1843
4832,tt0085892,1738
4833,tt0085894,1501
4834,tt0085900,1097
4835,tt0085913,1844
4836,tt0085918,1845
4837,tt0085919,1260
4838,tt0085933,1419
4839,tt0085959,1594
4840,tt0085959,1846
4841,tt0085970,1595
4842,tt0085980,1847
4843,tt0085991,1848
4844,tt0085995,1636
4845,tt0086005,1576
4846,tt0086011,1458
4847,tt0086022,782
4848,tt0086026,1469
4849,tt0086034,1714
4850,tt0086058,740
4851,tt0086064,1849
4852,tt0086066,812
4853,tt0086081,1850
4854,tt0086087,967
4855,tt0086112,1851
4856,tt0086129,1232
4857,tt0086135,1407
4858,tt0086143,1035
4859,tt0086148,1852
4860,tt0086153,702
4861,tt0086154,1392
4862,tt0086190,1711
4863,tt0086192,1853
4864,tt0086197,1248
4865,tt0086200,1854
4866,tt0086203,1855
4867,tt0086216,812
4868,tt0086231,1618
4869,tt0086248,1630
4870,tt0086250,1324
4871,tt0086264,1856
4872,tt0086312,954
4873,tt0086320,1857
4874,tt0086325,1858
4875,tt0086336,746
4876,tt0086337,1859
4877,tt0086345,1744
4878,tt0086346,1308
4879,tt0086352,1646
4880,tt0086355,1231
4881,tt0086356,1522
4882,tt0086361,1549
4883,tt0086366,1639
4884,tt0086373,1860
4885,tt0086373,1861
4886,tt0086379,1511
4887,tt0086381,1386
4888,tt0086383,1189
4889,tt0086393,860
4890,tt0086394,1862
4891,tt0086397,1065
4892,tt0086407,1863
4893,tt0086425,1864
4894,tt0086428,779
4895,tt0086428,1797
4896,tt0086429,1865
4897,tt0086443,1866
4898,tt0086450,1867
4899,tt0086465,1494
4900,tt0086491,1551
4901,tt0086491,1868
4902,tt0086494,1869
4903,tt0086508,1187
4904,tt0086510,1870
4905,tt0086525,1871
4906,tt0086541,1101
4907,tt0086543,481
4908,tt0086551,696
4909,tt0086567,1506
4910,tt0086589,1872
4911,tt0086605,1651
4912,tt0086606,1432
4913,tt0086610,1873
4914,tt0086617,1409
4915,tt0086618,1874
4916,tt0086619,1875
4917,tt0086625,1710
4918,tt0086637,952
4919,tt0086646,1813
4920,tt0086650,1124
4921,tt0086655,1876
4922,tt0086837,1522
4923,tt0086841,848
4924,tt0086846,1877
4925,tt0086856,1878
4926,tt0086859,1788
4927,tt0086873,1501
4928,tt0086879,1408
4929,tt0086896,1879
4930,tt0086902,1880
4931,tt0086904,1881
4932,tt0086911,1882
4933,tt0086927,1883
4934,tt0086935,1884
4935,tt0086935,1885
4936,tt0086946,1886
4937,tt0086950,1761
4938,tt0086954,674
4939,tt0086955,1341
4940,tt0086960,1887
4941,tt0086961,1793
4942,tt0086964,1888
4943,tt0086967,1630
4944,tt0086969,1428
4945,tt0086971,1889
4946,tt0086971,1890
4947,tt0086972,1254
4948,tt0086973,468
4949,tt0086979,1891
4950,tt0086979,1892
4951,tt0086984,1324
4952,tt0086987,1752
4953,tt0086993,1748
4954,tt0086998,1893
4955,tt0086999,1853
4956,tt0087003,952
4957,tt0087004,1894
4958,tt0087013,1895
4959,tt0087015,1896
4960,tt0087032,1511
4961,tt0087034,691
4962,tt0087042,1639
4963,tt0087050,1897
4964,tt0087062,1787
4965,tt0087072,1623
4966,tt0087075,1898
4967,tt0087078,461
4968,tt0087089,812
4969,tt0087123,1497
4970,tt0087127,1899
4971,tt0087147,1900
4972,tt0087148,1901
4973,tt0087148,1902
4974,tt0087175,1457
4975,tt0087182,1436
4976,tt0087188,549
4977,tt0087197,1903
4978,tt0087231,785
4979,tt0087243,1904
4980,tt0087247,1583
4981,tt0087258,1426
4982,tt0087260,860
4983,tt0087262,1767
4984,tt0087265,1905
4985,tt0087277,1260
4986,tt0087280,1906
4987,tt0087284,1907
4988,tt0087289,918
4989,tt0087298,1577
4990,tt0087332,1597
4991,tt0087337,1908
4992,tt0087363,1551
4993,tt0087365,1704
4994,tt0087414,1249
4995,tt0087425,1909
4996,tt0087428,709
4997,tt0087432,1910
4998,tt0087451,1379
4999,tt0087452,1433
5000,tt0087464,1712
5001,tt0087469,1368
5002,tt0087481,1185
5003,tt0087507,1773
5004,tt0087538,1458
5005,tt0087544,1615
5006,tt0087553,1911
5007,tt0087578,1651
5008,tt0087597,1912
5009,tt0087622,1913
5010,tt0087623,1914
5011,tt0087629,878
5012,tt0087635,995
5013,tt0087650,1599
5014,tt0087660,1915
5015,tt0087660,1916
5016,tt0087669,1862
5017,tt0087710,1602
5018,tt0087720,868
5019,tt0087722,1317
5020,tt0087727,1577
5021,tt0087747,1060
5022,tt0087751,1600
5023,tt0087755,1917
5024,tt0087781,1769
5025,tt0087799,1918
5026,tt0087800,1252
5027,tt0087803,1919
5028,tt0087805,1853
5029,tt0087814,1920
5030,tt0087814,1921
5031,tt0087821,967
5032,tt0087843,866
5033,tt0087866,1922
5034,tt0087884,1276
5035,tt0087892,367
5036,tt0087903,1346
5037,tt0087909,1103
5038,tt0087910,1379
5039,tt0087921,1220
5040,tt0087928,1923
5041,tt0087932,968
5042,tt0087957,1924
5043,tt0087980,1399
5044,tt0087981,1925
5045,tt0087985,1291
5046,tt0087995,1926
5047,tt0088000,1927
5048,tt0088001,1232
5049,tt0088002,1420
5050,tt0088011,1689
5051,tt0088015,880
5052,tt0088024,1330
5053,tt0088028,1928
5054,tt0088028,1929
5055,tt0088038,652
5056,tt0088044,1930
5057,tt0088044,1931
5058,tt0088083,1755
5059,tt0088100,1932
5060,tt0088103,925
5061,tt0088117,1933
5062,tt0088128,1934
5063,tt0088133,1935
5064,tt0088146,833
5065,tt0088161,1490
5066,tt0088167,1520
5067,tt0088170,1936
5068,tt0088172,1287
5069,tt0088184,1937
5070,tt0088194,1396
5071,tt0088206,1543
5072,tt0088207,1938
5073,tt0088213,1939
5074,tt0088224,1940
5075,tt0088242,995
5076,tt0088247,1740
5077,tt0088258,1941
5078,tt0088272,1942
5079,tt0088286,1628
5080,tt0088286,1629
5081,tt0088299,1895
5082,tt0088323,1498
5083,tt0088333,1119
5084,tt0088353,1943
5085,tt0088355,1944
5086,tt0088392,851
5087,tt0088412,1110
5088,tt0088414,1378
5089,tt0088423,1556
5090,tt0088445,1895
5091,tt0088454,1945
5092,tt0088457,1946
5093,tt0088459,1862
5094,tt0088461,1672
5095,tt0088678,1947
5096,tt0088680,1228
5097,tt0088683,833
5098,tt0088707,1506
5099,tt0088708,1853
5100,tt0088710,1948
5101,tt0088748,1949
5102,tt0088748,1950
5103,tt0088751,1951
5104,tt0088751,1952
5105,tt0088760,1598
5106,tt0088763,1689
5107,tt0088771,1953
5108,tt0088772,1954
5109,tt0088794,1955
5110,tt0088800,587
5111,tt0088812,1956
5112,tt0088814,1716
5113,tt0088814,1717
5114,tt0088846,1356
5115,tt0088847,1934
5116,tt0088850,1396
5117,tt0088851,1608
5118,tt0088885,1957
5119,tt0088889,1631
5120,tt0088891,1958
5121,tt0088915,1091
5122,tt0088930,1959
5123,tt0088933,1490
5124,tt0088936,1713
5125,tt0088939,1368
5126,tt0088944,1767
5127,tt0088963,1960
5128,tt0088967,1772
5129,tt0088979,1961
5130,tt0088993,1032
5131,tt0089003,1070
5132,tt0089009,1962
5133,tt0089013,1932
5134,tt0089015,1963
5135,tt0089017,1964
5136,tt0089023,1386
5137,tt0089060,1965
5138,tt0089060,1966
5139,tt0089077,1742
5140,tt0089087,985
5141,tt0089091,1254
5142,tt0089092,1498
5143,tt0089108,1967
5144,tt0089114,1551
5145,tt0089118,1968
5146,tt0089126,1969
5147,tt0089153,481
5148,tt0089155,1065
5149,tt0089162,1777
5150,tt0089167,1425
5151,tt0089173,1930
5152,tt0089175,1970
5153,tt0089177,1651
5154,tt0089199,1971
5155,tt0089200,1972
5156,tt0089208,1973
5157,tt0089218,1037
5158,tt0089222,1927
5159,tt0089243,1298
5160,tt0089254,1555
5161,tt0089256,1974
5162,tt0089265,1975
5163,tt0089269,1799
5164,tt0089271,1622
5165,tt0089274,1252
5166,tt0089276,1976
5167,tt0089280,1977
5168,tt0089308,1978
5169,tt0089329,1979
5170,tt0089338,1407
5171,tt0089346,1494
5172,tt0089348,1577
5173,tt0089360,1711
5174,tt0089366,702
5175,tt0089370,1631
5176,tt0089374,1590
5177,tt0089374,1980
5178,tt0089378,1882
5179,tt0089393,1981
5180,tt0089421,603
5181,tt0089424,1982
5182,tt0089444,1430
5183,tt0089457,1037
5184,tt0089461,1430
5185,tt0089469,1483
5186,tt0089470,1524
5187,tt0089489,1371
5188,tt0089504,1609
5189,tt0089530,1596
5190,tt0089530,1983
5191,tt0089537,1984
5192,tt0089538,1985
5193,tt0089543,1595
5194,tt0089547,779
5195,tt0089560,1047
5196,tt0089572,1986
5197,tt0089591,1764
5198,tt0089601,1874
5199,tt0089603,1519
5200,tt0089604,1987
5201,tt0089606,1472
5202,tt0089622,1176
5203,tt0089629,1883
5204,tt0089643,751
5205,tt0089652,1988
5206,tt0089656,1989
5207,tt0089670,1773
5208,tt0089686,1990
5209,tt0089695,1786
5210,tt0089715,1008
5211,tt0089716,1733
5212,tt0089730,1991
5213,tt0089731,1986
5214,tt0089740,1992
5215,tt0089740,1993
5216,tt0089748,1994
5217,tt0089753,1995
5218,tt0089753,1996
5219,tt0089755,1040
5220,tt0089767,1189
5221,tt0089789,1997
5222,tt0089791,1998
5223,tt0089800,1999
5224,tt0089821,1124
5225,tt0089822,1031
5226,tt0089822,2000
5227,tt0089826,2001
5228,tt0089832,652
5229,tt0089839,1847
5230,tt0089841,288
5231,tt0089851,2002
5232,tt0089853,952
5233,tt0089860,1193
5234,tt0089869,1720
5235,tt0089880,1431
5236,tt0089881,348
5237,tt0089885,2003
5238,tt0089886,1871
5239,tt0089893,461
5240,tt0089901,520
5241,tt0089902,2004
5242,tt0089904,2005
5243,tt0089907,2006
5244,tt0089908,2007
5245,tt0089913,1704
5246,tt0089927,1549
5247,tt0089930,2008
5248,tt0089941,2009
5249,tt0089943,982
5250,tt0089943,2010
5251,tt0089945,1923
5252,tt0089961,1543
5253,tt0089981,2011
5254,tt0089984,2012
5255,tt0089984,2013
5256,tt0090021,2014
5257,tt0090022,1697
5258,tt0090037,2015
5259,tt0090056,1494
5260,tt0090057,2016
5261,tt0090057,2017
5262,tt0090060,1729
5263,tt0090065,2018
5264,tt0090073,1439
5265,tt0090094,1227
5266,tt0090095,1827
5267,tt0090098,1501
5268,tt0090103,1941
5269,tt0090109,1618
5270,tt0090115,1611
5271,tt0090130,789
5272,tt0090142,2019
5273,tt0090180,1113
5274,tt0090183,1630
5275,tt0090184,1491
5276,tt0090190,2020
5277,tt0090190,2021
5278,tt0090192,2022
5279,tt0090196,2023
5280,tt0090206,2024
5281,tt0090209,1316
5282,tt0090213,1897
5283,tt0090217,1232
5284,tt0090248,2025
5285,tt0090257,945
5286,tt0090264,1714
5287,tt0090270,1603
5288,tt0090274,1625
5289,tt0090288,2026
5290,tt0090293,2027
5291,tt0090297,1093
5292,tt0090305,1934
5293,tt0090315,1634
5294,tt0090319,1788
5295,tt0090327,2028
5296,tt0090329,1409
5297,tt0090333,1953
5298,tt0090334,2029
5299,tt0090342,1651
5300,tt0090350,1373
5301,tt0090357,1769
5302,tt0090366,1642
5303,tt0090381,2030
5304,tt0090555,2031
5305,tt0090556,2032
5306,tt0090557,1352
5307,tt0090563,1709
5308,tt0090564,2033
5309,tt0090567,769
5310,tt0090568,1177
5311,tt0090570,2034
5312,tt0090576,1453
5313,tt0090579,2035
5314,tt0090583,2036
5315,tt0090601,1764
5316,tt0090605,1740
5317,tt0090610,1472
5318,tt0090630,2037
5319,tt0090633,1800
5320,tt0090642,1406
5321,tt0090655,2038
5322,tt0090658,2039
5323,tt0090660,1767
5324,tt0090667,2040
5325,tt0090670,2041
5326,tt0090685,1973
5327,tt0090693,2042
5328,tt0090713,1870
5329,tt0090728,1287
5330,tt0090729,1263
5331,tt0090738,1015
5332,tt0090756,1436
5333,tt0090768,1912
5334,tt0090770,1872
5335,tt0090774,958
5336,tt0090788,1407
5337,tt0090798,2043
5338,tt0090799,2044
5339,tt0090830,2045
5340,tt0090837,2046
5341,tt0090840,2047
5342,tt0090848,1816
5343,tt0090849,2048
5344,tt0090849,2021
5345,tt0090852,2049
5346,tt0090856,1636
5347,tt0090859,1431
5348,tt0090863,1228
5349,tt0090866,2050
5350,tt0090887,2051
5351,tt0090888,1396
5352,tt0090903,1104
5353,tt0090917,1252
5354,tt0090927,1500
5355,tt0090945,2052
5356,tt0090948,2053
5357,tt0090966,1060
5358,tt0090967,1937
5359,tt0090985,2054
5360,tt0091027,1207
5361,tt0091042,1934
5362,tt0091055,603
5363,tt0091059,1537
5364,tt0091060,1913
5365,tt0091064,1101
5366,tt0091080,2055
5367,tt0091083,2003
5368,tt0091093,1707
5369,tt0091129,1065
5370,tt0091142,813
5371,tt0091149,2056
5372,tt0091149,2057
5373,tt0091159,1490
5374,tt0091167,952
5375,tt0091178,1378
5376,tt0091187,1189
5377,tt0091188,954
5378,tt0091203,1925
5379,tt0091209,2058
5380,tt0091217,2059
5381,tt0091221,2060
5382,tt0091223,1718
5383,tt0091225,1341
5384,tt0091251,852
5385,tt0091264,2061
5386,tt0091276,1371
5387,tt0091278,898
5388,tt0091284,2062
5389,tt0091288,2063
5390,tt0091299,2064
5391,tt0091306,2065
5392,tt0091309,2066
5393,tt0091309,2067
5394,tt0091314,1783
5395,tt0091326,1458
5396,tt0091339,2068
5397,tt0091341,723
5398,tt0091344,925
5399,tt0091360,2069
5400,tt0091369,1721
5401,tt0091374,2070
5402,tt0091396,1597
5403,tt0091398,2071
5404,tt0091400,968
5405,tt0091419,1917
5406,tt0091425,1407
5407,tt0091427,1651
5408,tt0091427,2072
5409,tt0091431,1590
5410,tt0091431,2073
5411,tt0091445,2074
5412,tt0091464,2075
5413,tt0091472,2076
5414,tt0091474,1753
5415,tt0091480,2063
5416,tt0091495,1672
5417,tt0091499,2077
5418,tt0091530,1911
5419,tt0091537,2078
5420,tt0091538,1898
5421,tt0091539,1254
5422,tt0091541,1787
5423,tt0091550,2079
5424,tt0091553,1932
5425,tt0091554,625
5426,tt0091557,1409
5427,tt0091560,2080
5428,tt0091575,603
5429,tt0091578,1249
5430,tt0091584,2081
5431,tt0091587,2082
5432,tt0091594,2083
5433,tt0091594,2084
5434,tt0091605,1582
5435,tt0091621,2085
5436,tt0091630,2086
5437,tt0091635,1645
5438,tt0091637,2087
5439,tt0091647,2088
5440,tt0091651,2089
5441,tt0091651,2090
5442,tt0091653,1905
5443,tt0091670,782
5444,tt0091677,2091
5445,tt0091680,1955
5446,tt0091707,2092
5447,tt0091710,2093
5448,tt0091725,2094
5449,tt0091738,812
5450,tt0091757,792
5451,tt0091763,1363
5452,tt0091766,2095
5453,tt0091777,1031
5454,tt0091778,1635
5455,tt0091790,2096
5456,tt0091799,2097
5457,tt0091810,1404
5458,tt0091814,2098
5459,tt0091817,1511
5460,tt0091828,1641
5461,tt0091829,2099
5462,tt0091836,1727
5463,tt0091847,2100
5464,tt0091859,1617
5465,tt0091860,1804
5466,tt0091862,1915
5467,tt0091862,2101
5468,tt0091867,2102
5469,tt0091875,1522
5470,tt0091877,1628
5471,tt0091877,1629
5472,tt0091886,1363
5473,tt0091902,2103
5474,tt0091939,2104
5475,tt0091949,1506
5476,tt0091954,1926
5477,tt0091969,2105
5478,tt0091969,2106
5479,tt0091983,1939
5480,tt0091993,2107
5481,tt0092005,1941
5482,tt0092007,1936
5483,tt0092042,1557
5484,tt0092048,2108
5485,tt0092067,1615
5486,tt0092068,1377
5487,tt0092074,2109
5488,tt0092076,1371
5489,tt0092086,1494
5490,tt0092099,1837
5491,tt0092105,1927
5492,tt0092106,2110
5493,tt0092112,2111
5494,tt0092115,2112
5495,tt0092116,2113
5496,tt0092117,2114
5497,tt0092133,2115
5498,tt0092133,2116
5499,tt0092147,2117
5500,tt0092149,2118
5501,tt0092172,2119
5502,tt0092205,2120
5503,tt0092206,2121
5504,tt0092210,1399
5505,tt0092211,2122
5506,tt0092214,1065
5507,tt0092226,1324
5508,tt0092240,2123
5509,tt0092246,2124
5510,tt0092263,1538
5511,tt0092267,2125
5512,tt0092268,2126
5513,tt0092272,1909
5514,tt0092297,2127
5515,tt0092298,2128
5516,tt0092493,2129
5517,tt0092494,1524
5518,tt0092501,1590
5519,tt0092513,2130
5520,tt0092521,1397
5521,tt0092532,1802
5522,tt0092534,1489
5523,tt0092546,1551
5524,tt0092546,2131
5525,tt0092548,1853
5526,tt0092563,1428
5527,tt0092576,2132
5528,tt0092580,1008
5529,tt0092580,2133
5530,tt0092593,650
5531,tt0092603,1391
5532,tt0092605,2134
5533,tt0092608,2135
5534,tt0092610,2136
5535,tt0092615,1407
5536,tt0092618,1089
5537,tt0092632,785
5538,tt0092637,1642
5539,tt0092638,1334
5540,tt0092641,1360
5541,tt0092644,1837
5542,tt0092654,1822
5543,tt0092666,694
5544,tt0092675,2137
5545,tt0092676,1459
5546,tt0092687,2138
5547,tt0092690,1971
5548,tt0092691,2139
5549,tt0092695,2140
5550,tt0092699,1864
5551,tt0092718,1521
5552,tt0092723,2141
5553,tt0092746,2142
5554,tt0092752,2143
5555,tt0092767,2144
5556,tt0092783,882
5557,tt0092795,2145
5558,tt0092796,2146
5559,tt0092798,1366
5560,tt0092804,1091
5561,tt0092834,2055
5562,tt0092848,2068
5563,tt0092857,603
5564,tt0092860,2046
5565,tt0092863,1630
5566,tt0092865,1407
5567,tt0092870,1386
5568,tt0092872,1282
5569,tt0092873,1107
5570,tt0092879,2147
5571,tt0092890,2148
5572,tt0092897,1430
5573,tt0092904,2149
5574,tt0092906,2003
5575,tt0092925,2150
5576,tt0092929,1642
5577,tt0092933,1872
5578,tt0092944,2151
5579,tt0092954,2152
5580,tt0092965,1368
5581,tt0092972,1906
5582,tt0092974,2153
5583,tt0092987,2154
5584,tt0092991,1772
5585,tt0092992,2155
5586,tt0092992,1952
5587,tt0092997,1396
5588,tt0093006,2156
5589,tt0093010,1645
5590,tt0093015,1651
5591,tt0093015,2157
5592,tt0093027,2158
5593,tt0093036,2159
5594,tt0093043,1932
5595,tt0093044,1662
5596,tt0093051,1232
5597,tt0093058,533
5598,tt0093072,2160
5599,tt0093073,812
5600,tt0093075,2161
5601,tt0093090,827
5602,tt0093091,665
5603,tt0093105,1769
5604,tt0093132,2162
5605,tt0093137,1641
5606,tt0093139,2118
5607,tt0093146,2163
5608,tt0093148,1866
5609,tt0093170,2164
5610,tt0093171,2008
5611,tt0093171,2165
5612,tt0093177,2166
5613,tt0093185,1990
5614,tt0093186,1736
5615,tt0093191,1276
5616,tt0093200,2167
5617,tt0093207,2168
5618,tt0093209,985
5619,tt0093215,1571
5620,tt0093223,2169
5621,tt0093227,1978
5622,tt0093231,2170
5623,tt0093238,2171
5624,tt0093260,1551
5625,tt0093278,2172
5626,tt0093284,2173
5627,tt0093300,1064
5628,tt0093347,2174
5629,tt0093378,2175
5630,tt0093389,1120
5631,tt0093405,2176
5632,tt0093407,1881
5633,tt0093409,1037
5634,tt0093412,1672
5635,tt0093415,1519
5636,tt0093416,1961
5637,tt0093428,1714
5638,tt0093437,1729
5639,tt0093476,1801
5640,tt0093477,1964
5641,tt0093483,1809
5642,tt0093493,2177
5643,tt0093507,2178
5644,tt0093509,1894
5645,tt0093512,2102
5646,tt0093524,1472
5647,tt0093533,818
5648,tt0093543,2179
5649,tt0093546,1122
5650,tt0093560,2086
5651,tt0093563,2180
5652,tt0093565,833
5653,tt0093567,1586
5654,tt0093567,2181
5655,tt0093582,2182
5656,tt0093593,1398
5657,tt0093603,2183
5658,tt0093605,2184
5659,tt0093608,2185
5660,tt0093624,2028
5661,tt0093628,2145
5662,tt0093629,2186
5663,tt0093637,2187
5664,tt0093638,2188
5665,tt0093640,1748
5666,tt0093648,2189
5667,tt0093668,2190
5668,tt0093677,1103
5669,tt0093683,1180
5670,tt0093690,995
5671,tt0093692,1500
5672,tt0093693,1905
5673,tt0093713,1895
5674,tt0093731,2191
5675,tt0093737,2192
5676,tt0093744,524
5677,tt0093748,1934
5678,tt0093756,2193
5679,tt0093771,1176
5680,tt0093773,2088
5681,tt0093776,1249
5682,tt0093777,1287
5683,tt0093778,2194
5684,tt0093779,1941
5685,tt0093780,2120
5686,tt0093793,1375
5687,tt0093818,952
5688,tt0093820,1122
5689,tt0093822,1891
5690,tt0093822,1892
5691,tt0093833,2195
5692,tt0093855,1227
5693,tt0093857,2196
5694,tt0093870,481
5695,tt0093876,2197
5696,tt0093886,1433
5697,tt0093894,2042
5698,tt0093898,1724
5699,tt0093936,1260
5700,tt0093940,952
5701,tt0093966,1373
5702,tt0093978,2198
5703,tt0093987,1282
5704,tt0093991,2199
5705,tt0093995,1469
5706,tt0093996,2200
5707,tt0094006,2096
5708,tt0094008,1483
5709,tt0094011,1124
5710,tt0094012,1036
5711,tt0094025,1506
5712,tt0094027,2201
5713,tt0094033,1987
5714,tt0094035,1457
5715,tt0094048,1926
5716,tt0094057,2202
5717,tt0094061,2203
5718,tt0094070,2204
5719,tt0094072,1501
5720,tt0094074,898
5721,tt0094077,2205
5722,tt0094082,1006
5723,tt0094118,2206
5724,tt0094124,2207
5725,tt0094124,2208
5726,tt0094137,1936
5727,tt0094138,2209
5728,tt0094142,2210
5729,tt0094152,2211
5730,tt0094155,1769
5731,tt0094167,1254
5732,tt0094226,1324
5733,tt0094238,2212
5734,tt0094238,2213
5735,tt0094291,1363
5736,tt0094293,1234
5737,tt0094298,1282
5738,tt0094318,2214
5739,tt0094320,1136
5740,tt0094321,2041
5741,tt0094332,1596
5742,tt0094336,2215
5743,tt0094347,2216
5744,tt0094357,1538
5745,tt0094395,828
5746,tt0094407,2217
5747,tt0094596,2218
5748,tt0094597,2219
5749,tt0094602,1713
5750,tt0094606,1697
5751,tt0094608,1375
5752,tt0094612,2220
5753,tt0094620,2221
5754,tt0094625,2222
5755,tt0094627,1107
5756,tt0094631,1712
5757,tt0094632,2223
5758,tt0094641,2224
5759,tt0094651,1913
5760,tt0094663,952
5761,tt0094667,2225
5762,tt0094669,1070
5763,tt0094675,2118
5764,tt0094678,811
5765,tt0094712,1909
5766,tt0094715,1905
5767,tt0094716,1969
5768,tt0094721,1998
5769,tt0094730,2226
5770,tt0094731,887
5771,tt0094737,2065
5772,tt0094739,1628
5773,tt0094744,1537
5774,tt0094746,954
5775,tt0094747,1189
5776,tt0094750,1670
5777,tt0094761,2186
5778,tt0094764,2227
5779,tt0094792,2228
5780,tt0094793,1760
5781,tt0094799,1317
5782,tt0094812,2229
5783,tt0094819,2230
5784,tt0094824,1440
5785,tt0094828,2231
5786,tt0094834,2232
5787,tt0094846,2233
5788,tt0094862,1970
5789,tt0094869,2234
5790,tt0094884,2235
5791,tt0094886,2236
5792,tt0094888,1110
5793,tt0094889,1748
5794,tt0094890,754
5795,tt0094894,1066
5796,tt0094898,1494
5797,tt0094910,1065
5798,tt0094919,2237
5799,tt0094921,2238
5800,tt0094930,2239
5801,tt0094933,2240
5802,tt0094933,2241
5803,tt0094939,2242
5804,tt0094939,2243
5805,tt0094942,2203
5806,tt0094947,1249
5807,tt0094950,779
